"provincie_id","gemeente_id","deelgemeente_id","deelgemeente_naam"
30000,36010,"36010B","Rollegem-Kapelle"
30000,36010,"36010C","Sint-Eloois-Winkel"
30000,36011,"36011A","Lichtervelde"
30000,36012,"36012A","Moorslede"
30000,36012,"36012B","Dadizele"
30000,36015,"36015A","Roeselare"
30000,36015,"36015B","Oekene"
30000,36015,"36015C","Rumbeke"
30000,36015,"36015D","Beveren"
30000,36019,"36019A","Staden"
30000,36019,"36019B","Oostnieuwkerke"
30000,36019,"36019C","Westrozebeke"
30000,37002,"37002A","Dentergem"
30000,37002,"37002B","Markegem"
30000,37002,"37002C","Oeselgem"
30000,37002,"37002D","Wakken"
30000,37007,"37007A","Meulebeke"
30000,37010,"37010A","Oostrozebeke"
30000,37011,"37011A","Pittem"
30000,37011,"37011B","Egem"
30000,37012,"37012A","Ruiselede"
30000,37015,"37015A","Tielt"
30000,37015,"37015B","Schuiferskapelle"
30000,37015,"37015C","Kanegem"
30000,37015,"37015D","Aarsele"
30000,37017,"37017A","Wielsbeke"
30000,37017,"37017B","Ooigem"
30000,37017,"37017C","Sint-Baafs-Vijve"
30000,37018,"37018A","Wingene"
30000,37018,"37018B","Zwevezele"
30000,37020,"37020A","Ardooie"
30000,37020,"37020B","Koolskamp"
30000,38002,"38002A","Alveringem"
30000,38002,"38002B","Hoogstade"
30000,38002,"38002C","Leisele"
30000,38002,"38002D","Izenberge"
30000,38002,"38002E","Gijverinkhove"
30000,38002,"38002F","Stavele"
30000,38002,"38002G","Beveren"
30000,38002,"38002H","Oeren"
30000,38002,"38002J","Sint-Rijkers"
30000,38008,"38008A","De Panne"
30000,38008,"38008B","Adinkerke"
30000,38014,"38014A","Koksijde"
30000,38014,"38014B","Oostduinkerke"
30000,38014,"38014C","Wulpen"
30000,38016,"38016A","Nieuwpoort"
30000,38016,"38016B","Sint-Joris"
30000,38016,"38016C","Ramskapelle"
30000,38025,"38025A","Veurne"
30000,38025,"38025B","Booitshoeke"
30000,38025,"38025C","Avekapelle"
30000,38025,"38025D","Eggewaartskapelle"
30000,38025,"38025E","Zoutenaaie"
30000,38025,"38025F","Steenkerke"
30000,38025,"38025G","Bulskamp"
30000,38025,"38025J","Houtem"
30000,38025,"38025K","De Moeren"
30000,38025,"38025L","Vinkem"
30000,38025,"38025M","Wulveringem"
40000,41002,"41002A","Aalst"
40000,41002,"41002B","Hofstade"
40000,41002,"41002C","Gijzegem"
40000,41002,"41002D","Herdersem"
40000,41002,"41002E","Moorsel"
40000,41002,"41002F","Baardegem"
40000,41002,"41002G","Meldert"
40000,41002,"41002H","Erembodegem"
40000,41002,"41002J","Nieuwerkerken"
40000,41011,"41011A","Denderleeuw"
40000,41011,"41011B","Iddergem"
40000,41011,"41011C","Welle"
40000,41018,"41018A","Geraardsbergen"
40000,41018,"41018B","Nederboelare"
40000,41018,"41018C","Onkerzele"
40000,41018,"41018D","Overboelare"
40000,41018,"41018E","Goeferdinge"
40000,41018,"41018F","Zarlardinge"
40000,41018,"41018G","Schendelbeke"
40000,41018,"41018H","Ophasselt"
40000,41018,"41018J","Smeerebbe-Vloerzegem"
40000,41018,"41018K","Idegem"
40000,41018,"41018L","Grimminge"
40000,41018,"41018M","Zandbergen"
40000,41018,"41018N","Nieuwenhove"
40000,41018,"41018P","Waarbeke"
40000,41018,"41018R","Moerbeke"
40000,41018,"41018S","Viane"
40000,41024,"41024A","Haaltert"
40000,41024,"41024B","Denderhoutem"
40000,41024,"41024C","Kerksken"
40000,41024,"41024D","Heldergem"
40000,41027,"41027A","Herzele"
40000,41027,"41027B","Hillegem"
40000,41027,"41027C","Borsbeke"
40000,41027,"41027D","Ressegem"
40000,41027,"41027E","Woubrechtegem"
40000,41027,"41027F","Sint-Antelinks"
40000,41027,"41027G","Steenhuize-Wijnhuize"
40000,41027,"41027H","Sint-Lievens-Esse"
40000,41034,"41034A","Lede"
40000,41034,"41034B","Wanzele"
40000,41034,"41034C","Impe"
40000,41034,"41034D","Smetlede"
40000,41034,"41034E","Oordegem"
40000,41048,"41048A","Ninove"
40000,41048,"41048B","Okegem"
40000,41048,"41048C","Meerbeke"
40000,41048,"41048D","Neigem"
40000,41048,"41048E","Lieferinge"
40000,41048,"41048F","Denderwindeke"
40000,41048,"41048G","Pollare"
40000,41048,"41048H","Appelterre-Eichem"
40000,41048,"41048J","Voorde"
40000,41048,"41048K","Aspelare"
40000,41048,"41048L","Nederhasselt"
40000,41048,"41048M","Outer"
40000,41063,"41063A","Sint-Lievens-Houtem"
40000,41063,"41063B","Bavegem"
40000,41063,"41063C","Letterhoutem"
40000,41063,"41063D","Vlierzele"
40000,41063,"41063E","Zonnegem"
40000,41081,"41081A","Zottegem"
40000,41081,"41081B","Elene"
40000,41081,"41081C","Leeuwergem"
40000,41081,"41081D","Grotenberge"
40000,41081,"41081E","Godveerdegem"
40000,41081,"41081F","Erwetegem"
40000,41081,"41081G","Sint-Goriks-Oudenhove"
40000,41081,"41081H","Strijpen"
40000,41081,"41081J","Velzeke-Ruddershove"
40000,41081,"41081K","Sint-Maria-Oudenhove"
40000,41081,"41081L","Oombergen"
40000,41082,"41082A","Mere"
40000,41082,"41082B","Erpe"
40000,41082,"41082C","Aaigem"
40000,41082,"41082D","Burst"
40000,41082,"41082E","Bambrugge"
40000,41082,"41082F","Ottergem"
40000,41082,"41082G","Vlekkem"
40000,41082,"41082H","Erondegem"
40000,42003,"42003A","Berlare"
40000,42003,"42003B","Uitbergen"
40000,42003,"42003C","Overmere"
40000,42004,"42004A","Buggenhout"
40000,42004,"42004B","Opdorp"
40000,42006,"42006A","Dendermonde"
40000,42006,"42006B","Appels"
40000,42006,"42006C","Sint-Gillis-bij-Dendermonde"
40000,42006,"42006D","Grembergen"
40000,42006,"42006E","Baasrode"
40000,42006,"42006F","Oudegem"
40000,42006,"42006G","Mespelare"
40000,42006,"42006H","Schoonaarde"
40000,42008,"42008A","Hamme"
40000,42008,"42008B","Moerzeke"
40000,42010,"42010A","Laarne"
40000,42010,"42010B","Kalken"
40000,42011,"42011A","Lebbeke"
40000,42011,"42011B","Wieze"
40000,42011,"42011C","Denderbelle"
40000,42023,"42023A","Waasmunster"
40000,42025,"42025A","Wetteren"
40000,42025,"42025B","Massemen"
40000,42025,"42025C","Westrem"
40000,42026,"42026A","Wichelen"
40000,42026,"42026B","Serskamp"
40000,42026,"42026C","Schellebelle"
40000,42028,"42028A","Zele"
40000,43002,"43002A","Assenede"
40000,43002,"43002B","Oosteeklo"
40000,43002,"43002C","Bassevelde"
40000,43002,"43002D","Boekhoute"
40000,43005,"43005A","Eeklo"
40000,43007,"43007A","Kaprijke"
40000,43007,"43007B","Lembeke"
40000,43010,"43010A","Maldegem"
40000,43010,"43010B","Middelburg"
40000,43010,"43010C","Adegem"
40000,43014,"43014A","Sint-Laureins"
40000,43014,"43014B","Sint-Margriete"
40000,43014,"43014C","Sint-Jan-in-Eremo"
40000,43014,"43014D","Waterland-Oudeman"
40000,43014,"43014E","Watervliet"
40000,43018,"43018A","Zelzate"
40000,44084,"44084A","Aalter"
40000,44084,"44084B","Bellem"
40000,44084,"44084C","Lotenhulle"
40000,44084,"44084D","Poeke"
40000,44084,"44084E","Knesselare"
40000,44084,"44084F","Ursel"
40000,44083,"44083A","Deinze"
40000,44083,"44083B","Astene"
40000,44083,"44083C","Petegem-aan-de-Leie"
40000,44083,"44083D","Zeveren"
40000,44083,"44083E","Grammene"
40000,44083,"44083F","Gottem"
40000,44083,"44083G","Wontergem"
40000,44083,"44083H","Vinkt"
40000,44083,"44083I","Meigem"
40000,44083,"44083J","Bachte-Maria-Leerne"
40000,44083,"44083K","Sint-Martens-Leerne"
40000,44083,"44083L","Nevele"
40000,44083,"44083M","Poesele"
40000,44083,"44083N","Hansbeke"
40000,44083,"44083O","Merendree"
40000,44083,"44083P","Landegem"
40000,44083,"44083Q","Vosselare"
40000,44012,"44012A","De Pinte"
40000,44012,"44012B","Zevergem"
40000,44013,"44013A","Destelbergen"
40000,44013,"44013B","Heusden"
40000,44019,"44019A","Evergem"
40000,44019,"44019B","Sleidinge"
40000,44019,"44019C","Ertvelde"
40000,44019,"44019D","Kluizen"
40000,44020,"44020A","Gavere"
40000,44020,"44020B","Semmerzake"
40000,44020,"44020C","Vurste"
40000,44020,"44020D","Baaigem"
40000,44020,"44020E","Dikkelvenne"
40000,44020,"44020F","Asper"
40000,44021,"44021A","Gent"
40000,44021,"44021C","Sint-Denijs-Westrem"
40000,44021,"44021D","Oostakker"
40000,44021,"44021E","Sint-Amandsberg"
40000,44021,"44021F","Gentbrugge"
40000,44021,"44021G","Ledeberg"
40000,44021,"44021H","Zwijnaarde"
40000,44021,"44021J","Afsnee"
40000,44021,"44021K","Drongen"
40000,44021,"44021L","Mariakerke"
40000,44021,"44021M","Wondelgem"
40000,44021,"44021N","Desteldonk"
40000,44021,"44021O","Mendonk"
40000,44021,"44021P","Sint-Kruis-Winkel"
40000,44034,"44034A","Lochristi"
40000,44034,"44034B","Zaffelare"
40000,44034,"44034C","Zeveneken"
40000,44034,"44034D","Beervelde"
40000,44040,"44040A","Melle"
40000,44040,"44040B","Gontrode"
40000,44043,"44043A","Merelbeke"
40000,44043,"44043B","Bottelare"
40000,44043,"44043C","Munte"
40000,44043,"44043D","Schelderode"
40000,44043,"44043E","Melsen"
40000,44043,"44043F","Lemberge"
40000,44045,"44045A","Moerbeke"
40000,44048,"44048A","Nazareth"
40000,44048,"44048B","Eke"
40000,44052,"44052A","Oosterzele"
40000,44052,"44052B","Balegem"
40000,44052,"44052C","Scheldewindeke"
40000,44052,"44052D","Moortsele"
40000,44052,"44052E","Landskouter"
40000,44052,"44052F","Gijzenzele"
40000,44064,"44064A","Sint-Martens-Latem"
40000,44064,"44064B","Deurle"
40000,44073,"44073A","Wachtebeke"
40000,44085,"44085A","Waarschoot"
40000,44085,"44085B","Lovendegem"
40000,44085,"44085C","Vinderhoute"
40000,44085,"44085D","Zomergem"
40000,44085,"44085E","Ronsele"
40000,44085,"44085F","Oostwinkel"
40000,44081,"44081A","Zulte"
40000,44081,"44081B","Olsene"
40000,44081,"44081C","Machelen"
40000,45068,"45068A","Kruishoutem"
40000,45068,"45068B","Wannegem-Lede"
40000,45068,"45068C","Nokere"
40000,45068,"45068D","Zingem"
40000,45068,"45068E","Ouwegem"
40000,45068,"45068F","Huise"
40000,45035,"45035A","Oudenaarde"
40000,45035,"45035B","Heurne"
40000,45035,"45035C","Welden"
40000,45035,"45035D","Mater"
40000,45035,"45035E","Melden"
40000,45035,"45035F","Mullem"
40000,45035,"45035G","Bevere"
40000,45035,"45035H","Edelare"
40000,45035,"45035I","Eine"
40000,45035,"45035J","Ename"
40000,45035,"45035K","Leupegem"
40000,45035,"45035L","Nederename"
40000,45035,"45035M","Volkegem"
40000,45041,"45041A","Ronse"
40000,45059,"45059A","Nederbrakel"
40000,45059,"45059B","Opbrakel"
40000,45059,"45059C","Zegelsem"
40000,45059,"45059D","Elst"
40000,45059,"45059E","Michelbeke"
40000,45059,"45059F","Parike"
40000,45059,"45059G","Everbeek"
40000,45059,"45059H","Sint-Maria-Oudenhove"
40000,45060,"45060A","Ruien"
40000,45060,"45060B","Berchem"
40000,45060,"45060C","Kwaremont"
40000,45060,"45060D","Zulzeke"
40000,45061,"45061A","Petegem-aan-de-Schelde"
40000,45061,"45061B","Wortegem"
40000,45061,"45061C","Moregem"
40000,45061,"45061D","Elsegem"
40000,45061,"45061E","Ooike"
40000,45062,"45062A","Sint-Maria-Horebeke"
40000,45062,"45062B","Sint-Kornelis-Horebeke"
40000,45063,"45063A","Sint-Maria-Lierde"
40000,45063,"45063B","Hemelveerdegem"
40000,45063,"45063C","Deftinge"
40000,45063,"45063D","Sint-Martens-Lierde"
40000,45064,"45064A","Etikhove"
40000,45064,"45064B","Nukerke"
40000,45064,"45064C","Maarke-Kerkem"
40000,45064,"45064D","Schorisse"
40000,45065,"45065A","Munkzwalm"
40000,45065,"45065B","Paulatem"
40000,45065,"45065C","Sint-Maria-Latem"
40000,45065,"45065D","Meilegem"
40000,45065,"45065E","Beerlegem"
40000,45065,"45065F","Dikkele"
40000,45065,"45065G","Hundelgem"
40000,45065,"45065H","Roborst"
40000,45065,"45065J","Rozebeke"
40000,45065,"45065K","Sint-Blasius-Boekel"
40000,45065,"45065L","Sint-Denijs-Boekel"
40000,45065,"45065M","Nederzwalm-Hermelgem"
40000,46003,"46003A","Beveren"
40000,46003,"46003B","Vrasene"
40000,46003,"46003C","Verrebroek"
40000,46003,"46003D","Kieldrecht"
40000,46003,"46003E","Doel"
40000,46003,"46003F","Kallo"
40000,46003,"46003G","Melsele"
40000,46003,"46003H","Haasdonk"
40000,46013,"46013A","Kruibeke"
40000,46013,"46013B","Bazel"
40000,46013,"46013C","Rupelmonde"
40000,46014,"46014A","Lokeren"
40000,46014,"46014B","Eksaarde"
40000,46014,"46014C","Daknam"
40000,46020,"46020A","Sint-Gillis-Waas"
40000,46020,"46020B","De Klinge"
40000,46020,"46020C","Meerdonk"
40000,46020,"46020D","Sint-Pauwels"
40000,46021,"46021A","Sint-Niklaas"
40000,46021,"46021B","Nieuwkerken-Waas"
40000,46021,"46021C","Belsele"
40000,46021,"46021D","Sinaai"
40000,46024,"46024A","Stekene"
40000,46024,"46024B","Kemzeke"
40000,46025,"46025A","Temse"
40000,46025,"46025B","Steendorp"
40000,46025,"46025C","Tielrode"
40000,46025,"46025D","Elversele"
70000,71002,"71002A","As"
70000,71002,"71002B","Niel-bij-As"
70000,71004,"71004A","Beringen"
70000,71004,"71004B","Paal"
70000,71004,"71004C","Koersel"
70000,71004,"71004D","Beverlo"
70000,71011,"71011A","Diepenbeek"
70000,71016,"71016A","Genk"
70000,71017,"71017A","Gingelom"
70000,71017,"71017B","Niel-bij-Sint-Truiden"
70000,71017,"71017C","Muizen"
70000,71017,"71017D","Buvingen"
70000,71017,"71017E","Borlo"
70000,71017,"71017F","Mielen-boven-Aalst"
70000,71017,"71017G","Boekhout"
70000,71017,"71017H","Jeuk"
70000,71017,"71017J","Montenaken"
70000,71017,"71017K","Kortijs"
70000,71017,"71017L","Vorsen"
70000,71020,"71020A","Halen"
70000,71020,"71020B","Zelem"
70000,71020,"71020C","Loksbergen"
70000,71022,"71022A","Hasselt"
70000,71022,"71022B","Wimmertingen"
70000,71022,"71022C","Sint-Lambrechts-Herk"
70000,71022,"71022D","Kuringen"
70000,71022,"71022E","Stokrooie"
70000,71022,"71022F","Kermt"
70000,71022,"71022G","Spalbeek"
70000,71022,"71022H","Stevoort"
70000,71024,"71024A","Herk-de-Stad"
70000,71024,"71024B","Donk"
70000,71024,"71024C","Schulen"
70000,71024,"71024D","Berbroek"
70000,71034,"71034A","Leopoldsburg"
70000,71034,"71034B","Heppen"
70000,71037,"71037A","Lummen"
70000,71037,"71037B","Linkhout"
70000,71037,"71037C","Meldert"
70000,71045,"71045A","Nieuwerkerken"
70000,71045,"71045B","Binderveld"
70000,71045,"71045C","Wijer"
70000,71045,"71045D","Kozen"
70000,71053,"71053A","Sint-Truiden"
70000,71053,"71053B","Halmaal"
70000,71053,"71053C","Wilderen"
70000,71053,"71053D","Duras"
70000,71053,"71053E","Gorsem"
70000,71053,"71053F","Runkelen"
70000,71053,"71053G","Zepperen"
70000,71053,"71053H","Ordingen"
70000,71053,"71053J","Brustem"
70000,71053,"71053K","Groot-Gelmen"
70000,71053,"71053L","Engelmanshoven"
70000,71053,"71053M","Gelinden"
70000,71053,"71053N","Aalst"
70000,71053,"71053P","Kerkom-bij-Sint-Truiden"
70000,71053,"71053R","Velm"
70000,71053,"71053S","Gelmen"
70000,71057,"71057A","Tessenderlo"
70000,71066,"71066A","Zonhoven"
70000,71067,"71067A","Zutendaal"
70000,71069,"71069A","Oostham"
70000,71069,"71069B","Kwaadmechelen"
70000,71070,"71070A","Heusden"
70000,71070,"71070B","Zolder"
70000,72003,"72003A","Bocholt"
70000,72003,"72003B","Reppel"
70000,72003,"72003C","Kaulille"
70000,72004,"72004A","Bree"
70000,72004,"72004B","Tongerlo"
70000,72004,"72004C","Opitter"
70000,72004,"72004D","Beek"
70000,72004,"72004E","Gerdingen"
70000,72018,"72018A","Kinrooi"
70000,72018,"72018B","Molenbeersel"
70000,72018,"72018C","Kessenich"
70000,72018,"72018D","Ophoven"
70000,72020,"72020A","Lommel"
70000,72021,"72021A","Maaseik"
70000,72021,"72021B","Neeroeteren"
70000,72021,"72021C","Opoeteren"
70000,72030,"72030A","Peer"
70000,72030,"72030B","Kleine Brogel"
70000,72030,"72030C","Grote Brogel"
70000,72030,"72030D","Wijchmaal"
70000,72037,"72037A","Hamont"
70000,72037,"72037B","Achel"
70000,72038,"72038A","Hechtel"
70000,72038,"72038B","Eksel"
70000,72039,"72039A","Houthalen"
70000,72039,"72039B","Helchteren"
70000,72042,"72042A","Meeuwen"
70000,72042,"72042B","Wijshagen"
70000,72042,"72042C","Ellikom"
70000,72042,"72042D","Gruitrode"
70000,72042,"72042E","Neerglabbeek"
70000,72042,"72042F","Opglabbeek"
70000,72041,"72041A","Dilsen"
70000,72041,"72041B","Rotem"
70000,72041,"72041C","Elen"
70000,72041,"72041D","Stokkem"
70000,72041,"72041E","Lanklaar"
70000,72043,"72043A","Neerpelt"
70000,72043,"72043B","Overpelt"
70000,72043,"72043C","Sint-Huibrechts-Lille"
70000,73001,"73001A","Alken"
70000,73006,"73006A","Bilzen"
70000,73006,"73006B","Beverst"
70000,73006,"73006C","Munsterbilzen"
70000,73006,"73006D","Waltwilder"
70000,73006,"73006E","Hoelbeek"
70000,73006,"73006F","Eigenbilzen"
70000,73006,"73006G","Mopertingen"
70000,73006,"73006H","Hees"
70000,73006,"73006J","Rosmeer"
70000,73006,"73006K","Kleine-spouwen"
70000,73006,"73006L","Grote-Spouwen"
70000,73006,"73006M","Rijkhoven"
70000,73006,"73006N","Martenslinde"
70000,73009,"73009A","Borgloon"
70000,73009,"73009B","Kuttekoven"
70000,73009,"73009C","Kerniel"
70000,73009,"73009D","Gors-Opleeuw"
70000,73009,"73009E","Jesseren"
70000,73009,"73009F","Bommershoven"
70000,73009,"73009G","Groot-Loon"
70000,73009,"73009H","Broekom"
70000,73009,"73009J","Hendrieken"
70000,73009,"73009K","Voort"
70000,73009,"73009L","Gotem"
70000,73009,"73009M","Hoepertingen"
70000,73009,"73009N","Rijkel"
70000,73022,"73022A","Heers"
70000,73022,"73022B","Batsheers"
70000,73022,"73022C","Opheers"
70000,73022,"73022D","Veulen"
70000,73022,"73022E","Gutschoven"
70000,73022,"73022F","Mettekoven"
70000,73022,"73022G","Klein-Gelmen"
70000,73022,"73022H","Heks"
70000,73022,"73022J","Horpmaal"
70000,73022,"73022K","Vechmaal"
70000,73022,"73022L","Mechelen-Bovelingen"
70000,73022,"73022M","Rukkelingen-Loon"
70000,73022,"73022N","Bovelingen"
70000,73028,"73028A","Herstappe"
70000,73032,"73032A","Hoeselt"
70000,73032,"73032B","Werm"
70000,73032,"73032C","Romershoven"
70000,73032,"73032D","Sint-Huibrechts-Hern"
70000,73032,"73032E","Schalkhoven"
70000,73040,"73040A","Kortessem"
70000,73040,"73040B","Wintershoven"
70000,73040,"73040C","Vliermaalroot"
70000,73040,"73040D","Vliermaal"
70000,73040,"73040E","Guigoven"
70000,73042,"73042A","Lanaken"
70000,73042,"73042B","Rekem"
70000,73042,"73042C","Neerharen"
70000,73042,"73042D","Veldwezelt"
70000,73042,"73042E","Gellik"
70000,73066,"73066A","Riemst"
70000,73066,"73066B","Herderen"
70000,73066,"73066C","Vlijtingen"
70000,73066,"73066D","Vroenhoven"
70000,73066,"73066E","Kanne"
70000,73066,"73066F","Zichen-Zussen-Bolder"
70000,73066,"73066G","Valmeer"
70000,73066,"73066H","Millen"
70000,73066,"73066J","Genoelselderen"
70000,73066,"73066K","Membruggen"
70000,73083,"73083A","Tongeren"
70000,73083,"73083B","Koninksem"
70000,73083,"73083C","Neerrepen"
70000,73083,"73083D","Riksingen"
70000,73083,"73083E","Henis"
70000,73083,"73083F","Berg"
70000,73083,"73083G","Mal"
70000,73083,"73083H","Sluizen"
70000,73083,"73083J","Nerem"
70000,73083,"73083K","Vreren"
70000,73083,"73083L","Rutten"
70000,73083,"73083M","Lauw"
70000,73083,"73083N","Widooie"
70000,73083,"73083P","Piringen"
70000,73083,"73083R","Overrepen"
70000,73083,"73083S","'s Herenelderen"
70000,73083,"73083T","Haren"
70000,73083,"73083U","Kolmont"
70000,73083,"73083V","Diets-Heur"
70000,73098,"73098A","Wellen"
70000,73098,"73098B","Herten"
70000,73098,"73098C","Berlingen"
70000,73098,"73098D","Ulbeek"
70000,73107,"73107A","Mechelen-aan-de-Maas"
70000,73107,"73107B","Opgrimbie"
70000,73107,"73107C","Vucht"
70000,73107,"73107D","Eisden"
70000,73107,"73107E","Leut"
70000,73107,"73107F","Meeswijk"
70000,73107,"73107G","Boorsem"
70000,73107,"73107H","Uikhoven"
70000,73109,"73109A","'s Gravenvoeren"
70000,73109,"73109B","Sint-Martens-Voeren"
70000,73109,"73109C","Teuven"
70000,73109,"73109D","Remersdaal"
70000,73109,"73109E","Sint-Pieters-Voeren"
70000,73109,"73109F","Moelingen"
